time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,-0.0030882752423443214,0.0009732014278685871,9.987455928975624,4.479805391501422,3.4752103157016645,0.0,-0.14630902199012136,0.02633950847919176,-0.43755168599078564,0.7319941708143574,0.6445735317062435,0.0,-231.1218442601257,-316.93151713644335,-209.54766796155957,311.97032751995425
0.12000000000000001,-0.004496824163788514,0.009936681538026501,9.949065391470729,0.1411081022442886,4.3859679647444665,0.0,0.15880607410732267,0.12719003312582622,-0.8445898114346501,-2.5530473092286856,2.18168362119457,0.0,-187.99104186402457,-385.75149882040586,-544.1172525924557,237.06892777232355
0.18,0.009687787706643438,0.016597986483243343,9.877507553119516,0.894679067807167,4.215050849395311,0.0,0.2092688839594604,0.014509023899396123,-1.6062710571862824,-2.8840715041533183,4.919006451359541,0.0,-53.813646314310674,-460.7557955066824,-521.8585021291742,491.23145258173827
0.23999999999999996,0.028324241384167857,0.012296586132082296,9.764092030482326,1.0734220440608055,1.247023270901316,0.0,0.40713112627797743,-0.16728285453856168,-2.0813895062505816,-3.777338395212385,6.754207507859204,0.0,-238.32968836349795,-469.92031477584527,-532.8871585196069,457.0784382898398
0.3,0.04769717472142576,0.005018182277892297,9.623204917607397,1.037683899029279,4.431105850134161,0.0,0.23253518895416037,-0.11930013672402844,-2.6385355915686586,-3.929866999370238,7.794277809949973,0.0,-73.37962502383193,-361.4167776413618,-502.05399200328327,476.0691223474484
0.36000000000000004,0.0724537354006719,-0.003403579725924058,9.44688310475569,5.9597474642845985,1.9832665511544967,0.0,0.5454527989951633,-0.18287683085432693,-3.1634644264345972,-5.10219126768172,9.173083558817444,0.0,-30.6101765699867,-410.30242760241543,-434.8860085111129,292.11711502385856
0.4200000000000001,0.094678462266485,-0.012564781532713981,9.237069168326276,2.316813374039299,4.209001810253671,0.0,0.2694983126639996,-0.057547968967794835,-3.7477293703883006,-7.474149571776545,10.475587616747841,0.0,-62.13135533431988,-435.18007241839877,-486.9152865794232,172.22802022675657
0.48000000000000015,0.1185104976342983,-0.017839825699886323,8.996702920771131,2.3337178784197707,4.860314692716937,0.0,0.5322791946690164,-0.0986987671259923,-4.282062453776191,-7.711346040521188,10.422195554727809,0.0,-62.58380637449026,-326.5416709821394,-367.134839045895,248.68074830335138
0.5400000000000001,0.16872426419419953,-0.01854556523230014,8.721893498295398,0.8905270423924883,2.839523149747201,0.0,1.1417890705177396,0.07329968399335243,-4.875869856661849,-9.619872512518118,11.810513155851794,0.0,-62.51591997257418,-470.5073371086892,-594.8449709289921,382.2607888095461
0.6000000000000002,0.23577160021853164,-0.02575158624810138,8.40615551896637,1.6250917976006463,3.779669483353512,0.0,1.1561869536957188,-0.33378228271324883,-5.594316706080103,-10.016770498303408,11.643209022776777,0.0,58.167497830263805,-354.60769473066495,-504.6357276816053,364.6835347640876
0.6600000000000003,0.3163294735923711,-0.05174813746225018,8.05465976321743,1.263084794996555,6.022948116464965,0.0,1.5492145171042724,-0.37755349458470083,-6.1146728098059775,-10.186886334965868,12.070706137529902,0.0,-102.79626120229838,-421.15816655726945,-488.64056518468163,357.0134910027978
0.7200000000000003,0.41319961518829745,-0.06791541566386156,7.676985499167873,4.711599237535037,3.491274765350326,0.0,1.75529535549199,-0.21135625349139792,-6.587722080052489,-11.298755105540808,13.431078423903273,0.0,-67.29483420878793,-507.545202829619,-631.3580097710654,456.4838908116407
0.7800000000000004,0.5286652122821228,-0.07424984262403746,7.2616195587532255,4.500142101239771,4.492134467212109,0.0,2.177043348123381,-0.15335186721736113,-7.181359000744596,-12.196383209276426,13.277598789972416,0.0,-203.18146924309292,-452.22621497869613,-596.9964448370038,399.2761813234668
0.8400000000000004,0.6742163453651635,-0.08113718066853953,6.811633491460893,3.27430560167992,5.352977554807145,0.0,2.6652084748071028,-0.06040442982419193,-7.807349054895421,-14.114558139741474,13.18901520178136,0.0,-62.701451012431896,-410.4361477333217,-595.1862860270685,228.99951807832198
0.9000000000000005,0.837860018160345,-0.08532551087813399,6.315546853985292,2.806582577754254,1.631279639630689,0.0,2.59729488459457,-0.061506287196343636,-8.72308139892136,-14.32776055873338,13.646132864270896,0.0,26.657951680670564,-455.80451730209955,-576.8070695613245,348.0806994858082
0.9600000000000005,0.9912662272870063,-0.08911053327169888,5.776132962235017,0.15936465927359933,1.8670438518961259,0.0,2.5127705189956524,-0.058961208767549296,-9.29671723122996,-12.453968651267731,11.937120700436438,0.0,-22.724661150568767,-204.2455748266607,-290.9655901012482,198.3783364988938
1.0200000000000005,1.138043605731981,-0.09072561022364001,5.198425640700984,0.7732751405358407,3.8821225294882176,0.0,2.3812705015665876,0.0473350637256179,-9.911713965597661,-10.904412197031615,9.31046862961989,0.0,309.83003599881494,-151.8162755362117,-250.39049417864186,193.55427456375577
1.0800000000000005,1.2833214420895787,-0.09040437926276763,4.58702138060168,6.198533900747538,0.31154834031775813,0.0,2.4373625190418924,-0.02192608474288795,-10.451578588353843,-9.69158481141635,8.802016702692159,0.0,29.283483488265727,-212.28163747217576,-309.51909656449743,278.049329730722
1.1400000000000006,1.4277805825943852,-0.09443315445635934,3.9428387456563416,2.8362730784193957,5.035649601461994,0.0,2.414185416877323,-0.14294792281394014,-10.968080724052959,-10.339387182421287,9.508744789711445,0.0,79.6607305499513,-371.25156091100257,-414.04313179007966,167.78216220708987
1.2000000000000006,1.579671371044378,-0.10405506725507689,3.2625999523051945,0.5732127806090457,6.032938283213268,0.0,2.606294423872288,-0.2244323797991859,-11.620974928451227,-11.084213696258164,9.733079257572694,0.0,17.69985893470889,-326.01497216265415,-494.47806782445895,283.9545803268645
1.2600000000000007,1.7385048021505605,-0.11624928221295153,2.5508310173988638,6.201074248188976,5.039470456308408,0.0,2.7969066703779486,-0.210653247971912,-12.15044992513344,-11.052154988931056,8.0547402032938,0.0,333.1098015675733,-265.07451489358954,-534.8686437007464,411.15469195479966
